DATE,LMO_Detailed_Industry,Employment
2013-08-01,Warehousing and storage,8750
2013-08-01,Water transportation,10250
2013-08-01,Wholesale trade,82500
2013-08-01,Wood product manufacturing,32500
2013-09-01,Accommodation services,42750
2013-09-01,Air transportation,10000
2013-09-01,Ambulatory health care services,69250
2013-09-01,"Amusement, gambling and recreation industries",36500
2013-09-01,"Architectural, engineering and related services",50250
2013-09-01,"Broadcasting, data processing, and information",1000
2013-09-01,"Business, building and other support services",98500
2013-09-01,Community colleges,13000
2013-09-01,Computer systems design and related services,39000
2013-09-01,Construction,214750
2013-09-01,Elementary and secondary schools,90500
2013-09-01,Fabricated metal product manufacturing,11250
2013-09-01,Farms,9250
2013-09-01,Federal government public administration,28000
2013-09-01,Finance,47250
2013-09-01,"Fishing, hunting and trapping",1750
2013-09-01,Food services and drinking places,130750
2013-09-01,"Food, beverage and tobacco manufacturing",4250
2013-09-01,Forestry and logging,11000
2013-09-01,Health and personal care stores,28750
2013-09-01,Heritage institutions,3250
2013-09-01,Hospitals,104500
2013-09-01,Insurance carriers and related activities,24500
2013-09-01,"Legal, accounting, design, research, and advertising services",26250
2013-09-01,Local and Indigenous public administration,2000
2013-09-01,Machinery manufacturing,7000
2013-09-01,"Management, scientific and technical consulting services",12750
2013-09-01,Mining,13750
2013-09-01,Motion picture and sound recording industries,13250
2013-09-01,Motor vehicle and parts dealers,36250
2013-09-01,Nursing and residential care facilities,41500
2013-09-01,Oil and gas extraction,4250
2013-09-01,Other manufacturing,9000
2013-09-01,Other retail trade (excluding cars and personal care) ,18750
2013-09-01,Paper manufacturing,11000
2013-09-01,"Performing arts, spectator sports and related industries",18250
2013-09-01,"Postal service, couriers and messengers",6500
2013-09-01,Primary metal manufacturing,5750
2013-09-01,Private and trades education,0
2013-09-01,Provincial and territorial public administration,25000
2013-09-01,Publishing industries,12250
2013-09-01,Rail transportation,6250
2013-09-01,Real estate rental and leasing,54250
2013-09-01,"Repair, personal and non-profit services",99250
2013-09-01,Ship and boat building,2750
2013-09-01,Social assistance,47750
2013-09-01,Support activities for agriculture and forestry,9500
2013-09-01,Support activities for mining and oil and gas extraction,9000
2013-09-01,Support activities for transportation,21500
2013-09-01,Telecommunications,16000
2013-09-01,"Transit, sightseeing, and pipeline transportation",1000
2013-09-01,Transportation equipment manufacturing (excluding shipbuilding),0
2013-09-01,Truck transportation,37500
2013-09-01,Universities,37250
2013-09-01,Utilities,11500
2013-09-01,Warehousing and storage,10750
2013-09-01,Water transportation,10000
2013-09-01,Wholesale trade,78500
2013-09-01,Wood product manufacturing,29000
2013-10-01,Accommodation services,34250
2013-10-01,Air transportation,11000
2013-10-01,Ambulatory health care services,65250
2013-10-01,"Amusement, gambling and recreation industries",33500
2013-10-01,"Architectural, engineering and related services",43250
2013-10-01,"Broadcasting, data processing, and information",2500
2013-10-01,"Business, building and other support services",95750
2013-10-01,Community colleges,15250
2013-10-01,Computer systems design and related services,45250
2013-10-01,Construction,213750
2013-10-01,Elementary and secondary schools,98500
2013-10-01,Fabricated metal product manufacturing,11500
2013-10-01,Farms,12750
2013-10-01,Federal government public administration,28500
2013-10-01,Finance,46750
2013-10-01,"Fishing, hunting and trapping",750
2013-10-01,Food services and drinking places,136500
2013-10-01,"Food, beverage and tobacco manufacturing",4500
2013-10-01,Forestry and logging,12500
2013-10-01,Health and personal care stores,28750
2013-10-01,Heritage institutions,3250
2013-10-01,Hospitals,104500
2013-10-01,Insurance carriers and related activities,24750
2013-10-01,"Legal, accounting, design, research, and advertising services",23750
2013-10-01,Local and Indigenous public administration,2750
2013-10-01,Machinery manufacturing,4250
2013-10-01,"Management, scientific and technical consulting services",15250
2013-10-01,Mining,13750
2013-10-01,Motion picture and sound recording industries,12500
2013-10-01,Motor vehicle and parts dealers,29250
2013-10-01,Nursing and residential care facilities,45250
2013-10-01,Oil and gas extraction,4000
2013-10-01,Other manufacturing,7250
2013-10-01,Other retail trade (excluding cars and personal care) ,20500
2013-10-01,Paper manufacturing,11250
2013-10-01,"Performing arts, spectator sports and related industries",20250
2013-10-01,"Postal service, couriers and messengers",5250
2013-10-01,Primary metal manufacturing,5500
2013-10-01,Private and trades education,250
2013-10-01,Provincial and territorial public administration,25750
2013-10-01,Publishing industries,14750
2013-10-01,Rail transportation,7250
2013-10-01,Real estate rental and leasing,49750
2013-10-01,"Repair, personal and non-profit services",94750
2013-10-01,Ship and boat building,2250
2013-10-01,Social assistance,50500
2013-10-01,Support activities for agriculture and forestry,8750
2013-10-01,Support activities for mining and oil and gas extraction,9500
2013-10-01,Support activities for transportation,22250
2013-10-01,Telecommunications,15750
2013-10-01,"Transit, sightseeing, and pipeline transportation",1250
2013-10-01,Transportation equipment manufacturing (excluding shipbuilding),0
2013-10-01,Truck transportation,34750
2013-10-01,Universities,41000
2013-10-01,Utilities,11250
2013-10-01,Warehousing and storage,9000
2013-10-01,Water transportation,8250
2013-10-01,Wholesale trade,82750
2013-10-01,Wood product manufacturing,29500
2013-11-01,Accommodation services,37250
2013-11-01,Air transportation,12000
2013-11-01,Ambulatory health care services,69000
2013-11-01,"Amusement, gambling and recreation industries",35750
2013-11-01,"Architectural, engineering and related services",38750
2013-11-01,"Broadcasting, data processing, and information",1500
2013-11-01,"Business, building and other support services",91750
2013-11-01,Community colleges,12750
2013-11-01,Computer systems design and related services,40750
2013-11-01,Construction,207250
2013-11-01,Elementary and secondary schools,107500
2013-11-01,Fabricated metal product manufacturing,10250
2013-11-01,Farms,8750
2013-11-01,Federal government public administration,32250
2013-11-01,Finance,42750
2013-11-01,"Fishing, hunting and trapping",500
2013-11-01,Food services and drinking places,138000
2013-11-01,"Food, beverage and tobacco manufacturing",4000
2013-11-01,Forestry and logging,9750
2013-11-01,Health and personal care stores,27500
2013-11-01,Heritage institutions,4250
2013-11-01,Hospitals,95250
2013-11-01,Insurance carriers and related activities,25250
2013-11-01,"Legal, accounting, design, research, and advertising services",24500
2013-11-01,Local and Indigenous public administration,3500
2013-11-01,Machinery manufacturing,7500
2013-11-01,"Management, scientific and technical consulting services",18250
2013-11-01,Mining,12250
2013-11-01,Motion picture and sound recording industries,12750
2013-11-01,Motor vehicle and parts dealers,30500
2013-11-01,Nursing and residential care facilities,46750
2013-11-01,Oil and gas extraction,4750
2013-11-01,Other manufacturing,4500
2013-11-01,Other retail trade (excluding cars and personal care) ,19500
2013-11-01,Paper manufacturing,12000
2013-11-01,"Performing arts, spectator sports and related industries",20750
2013-11-01,"Postal service, couriers and messengers",8250
2013-11-01,Primary metal manufacturing,4500
2013-11-01,Private and trades education,500
2013-11-01,Provincial and territorial public administration,25000
2013-11-01,Publishing industries,12500
2013-11-01,Rail transportation,7250
2013-11-01,Real estate rental and leasing,49250
2013-11-01,"Repair, personal and non-profit services",97750
2013-11-01,Ship and boat building,3000
2013-11-01,Social assistance,53500
2013-11-01,Support activities for agriculture and forestry,11500
2013-11-01,Support activities for mining and oil and gas extraction,10000
2013-11-01,Support activities for transportation,21750
2013-11-01,Telecommunications,15500
2013-11-01,"Transit, sightseeing, and pipeline transportation",500
2013-11-01,Transportation equipment manufacturing (excluding shipbuilding),0
2013-11-01,Truck transportation,35000
2013-11-01,Universities,36000
2013-11-01,Utilities,10750
2013-11-01,Warehousing and storage,7000
2013-11-01,Water transportation,8250
2013-11-01,Wholesale trade,89250
2013-11-01,Wood product manufacturing,32500
2013-12-01,Accommodation services,38500
2013-12-01,Air transportation,15000
2013-12-01,Ambulatory health care services,72500
2013-12-01,"Amusement, gambling and recreation industries",39750
2013-12-01,"Architectural, engineering and related services",38500
2013-12-01,"Broadcasting, data processing, and information",2250
2013-12-01,"Business, building and other support services",91000
2013-12-01,Community colleges,8750
2013-12-01,Computer systems design and related services,43000
2013-12-01,Construction,201500
2013-12-01,Elementary and secondary schools,112750
2013-12-01,Fabricated metal product manufacturing,12500
2013-12-01,Farms,8500
2013-12-01,Federal government public administration,34500
2013-12-01,Finance,44250
2013-12-01,"Fishing, hunting and trapping",500
2013-12-01,Food services and drinking places,145000
2013-12-01,"Food, beverage and tobacco manufacturing",3750
2013-12-01,Forestry and logging,10250
2013-12-01,Health and personal care stores,27500
2013-12-01,Heritage institutions,750
2013-12-01,Hospitals,99250
2013-12-01,Insurance carriers and related activities,24750
2013-12-01,"Legal, accounting, design, research, and advertising services",26500
2013-12-01,Local and Indigenous public administration,2500
2013-12-01,Machinery manufacturing,10000
2013-12-01,"Management, scientific and technical consulting services",19750
2013-12-01,Mining,12500
2013-12-01,Motion picture and sound recording industries,11250
2013-12-01,Motor vehicle and parts dealers,32000
2013-12-01,Nursing and residential care facilities,41250
2013-12-01,Oil and gas extraction,5750
2013-12-01,Other manufacturing,5750
2013-12-01,Other retail trade (excluding cars and personal care) ,18500
2013-12-01,Paper manufacturing,10750
2013-12-01,"Performing arts, spectator sports and related industries",20500
2013-12-01,"Postal service, couriers and messengers",8250
2013-12-01,Primary metal manufacturing,2000
2013-12-01,Private and trades education,500
2013-12-01,Provincial and territorial public administration,25250
2013-12-01,Publishing industries,15000
2013-12-01,Rail transportation,9250
2013-12-01,Real estate rental and leasing,54000
2013-12-01,"Repair, personal and non-profit services",97750
2013-12-01,Ship and boat building,3000
2013-12-01,Social assistance,55000
2013-12-01,Support activities for agriculture and forestry,10750
2013-12-01,Support activities for mining and oil and gas extraction,10000
2013-12-01,Support activities for transportation,21000
2013-12-01,Telecommunications,15000
2013-12-01,"Transit, sightseeing, and pipeline transportation",500
2013-12-01,Transportation equipment manufacturing (excluding shipbuilding),0
